date	time	subject	trialcode	trialnum	latency	response
040212	15:05	120	confidence	100	1566	10
040212	15:05	120	real41	101	8674	6
040212	15:05	120	real57	102	2771	8
040212	15:05	120	real70	103	1846	7
040212	15:05	120	real10	104	3255	1
040212	15:05	120	confidence	105	3069	10
040212	15:05	120	real28	106	2404	7
040212	15:05	120	real27	107	11437	10
040212	15:05	120	real84	108	1852	9
040212	15:05	120	real87	109	1741	10
040212	15:05	120	confidence	110	722	10
040212	15:05	120	real2	111	3048	4
040212	15:05	120	real3	112	2712	3
040212	15:05	120	real21	113	5301	9
040212	15:05	120	real23	114	3152	5
040212	15:05	120	confidence	115	1419	6
040212	15:05	120	real96	116	3629	4
040212	15:05	120	real46	117	1741	10
040212	15:05	120	real47	118	1530	10
040212	15:05	120	real85	119	2136	9
040212	15:05	120	confidence	120	812	10
040212	15:05	120	followup2	1	29532	2
040212	15:05	120	followup1	2	17060	4
040212	15:19	1	old	1	6650	grandma
040212	15:19	1	lost	2	6447	TV show
040212	15:19	1	article	3	5852	Newspaper
040212	15:19	1	prac6	1	12895	2
040212	15:19	1	prac4	2	8578	2
040212	15:19	1	prac1	3	3918	3
040212	15:19	1	prac2	4	9298	7
040212	15:19	1	prac5	5	7681	2
040212	15:19	1	prac8	6	6970	10
040212	15:19	1	prac3	7	5937	3
040212	15:19	1	prac7	8	2986	2
040212	15:19	1	real33	1	6150	7
040212	15:19	1	real35	2	8086	9
040212	15:19	1	real79	3	3719	3
040212	15:19	1	real18	4	5507	7
040212	15:19	1	confidence	5	11613	8
040212	15:19	1	real24	6	5132	8
040212	15:19	1	real54	7	3278	5
040212	15:19	1	real48	8	2780	3
040212	15:19	1	real6	9	1823	8
040212	15:19	1	confidence	10	2808	6
040212	15:19	1	real7	11	7337	7
040212	15:19	1	real68	12	2969	8
040212	15:19	1	real38	13	4020	5
040212	15:19	1	real58	14	4676	9
040212	15:19	1	confidence	15	2537	9
040212	15:19	1	real86	16	9124	2
040212	15:19	1	real17	17	15370	5
040212	15:19	1	real71	18	2440	9
040212	15:19	1	real66	19	4752	7
040212	15:19	1	confidence	20	2081	6
040212	15:19	1	real19	21	3865	9
040212	15:19	1	real67	22	6542	9
040212	15:19	1	real32	23	3334	4
040212	15:19	1	real43	24	2898	4
040212	15:19	1	confidence	25	3512	5
040212	15:19	1	real93	26	6244	7
040212	15:19	1	real15	27	7744	1
040212	15:19	1	real16	28	4678	1
040212	15:19	1	real61	29	1883	9
040212	15:19	1	confidence	30	2266	8
040212	15:19	1	real44	31	9098	5
040212	15:19	1	real88	32	4905	8
040212	15:19	1	real69	33	5884	2
040212	15:19	1	real34	34	3087	10
040212	15:19	1	confidence	35	2060	9
040212	15:19	1	real13	36	3404	8
040212	15:19	1	real56	37	7085	9
040212	15:19	1	real80	38	2006	10
040212	15:19	1	real36	39	8184	1
040212	15:19	1	confidence	40	4677	6
040212	15:19	1	real62	41	6865	9
040212	15:19	1	real75	42	4036	8
040212	15:19	1	real39	43	3171	7
040212	15:19	1	real26	44	3445	3
040212	15:19	1	confidence	45	2708	4
040212	15:19	1	real37	46	4193	8
040212	15:19	1	real90	47	4714	2
040212	15:19	1	real72	48	2229	2
040212	15:19	1	real30	49	3150	9
040212	15:19	1	confidence	50	1401	6
040212	15:19	1	real77	51	3124	7
040212	15:19	1	real59	52	3536	4
040212	15:19	1	real73	53	2508	8
040212	15:19	1	real89	54	2729	10
040212	15:19	1	confidence	55	2501	9
040212	15:19	1	real82	56	3604	2
040212	15:19	1	real94	57	3276	6
040212	15:19	1	real64	58	3346	10
040212	15:19	1	real20	59	3453	3
040212	15:19	1	confidence	60	1892	3
040212	15:19	1	real5	61	2595	10
040212	15:19	1	real40	62	3333	7
040212	15:19	1	real22	63	4897	3
040212	15:19	1	real25	64	4612	5
040212	15:19	1	confidence	65	1731	2
040212	15:19	1	real9	66	5217	9
040212	15:19	1	real53	67	3295	1
040212	15:19	1	real60	68	4245	7
040212	15:19	1	real92	69	3235	9
040212	15:19	1	confidence	70	1435	6
040212	15:19	1	real91	71	4812	3
040212	15:19	1	real8	72	5155	1
040212	15:19	1	real4	73	2963	9
040212	15:19	1	real49	74	1942	10
040212	15:19	1	confidence	75	2507	9
040212	15:19	1	real31	76	3776	5
040212	15:19	1	real55	77	2258	9
040212	15:19	1	real14	78	4617	8
040212	15:19	1	real42	79	3809	5
040212	15:19	1	confidence	80	1297	5
040212	15:19	1	real50	81	4056	9
040212	15:19	1	real12	82	2110	10
040212	15:19	1	real11	83	2780	5
040212	15:19	1	real65	84	5718	4
040212	15:19	1	confidence	85	2056	3
040212	15:19	1	real95	86	2608	10
040212	15:19	1	real52	87	7409	3
040212	15:19	1	real78	88	4437	2
040212	15:19	1	real81	89	4395	9
040212	15:19	1	confidence	90	2644	6
040212	15:19	1	real76	91	11403	3
040212	15:19	1	real45	92	3812	6
040212	15:19	1	real29	93	4636	8
040212	15:19	1	real83	94	8338	8
040212	15:19	1	confidence	95	2809	8
040212	15:19	1	real51	96	2418	5
040212	15:19	1	real74	97	3067	8
040212	15:19	1	real1	98	2802	9
040212	15:19	1	real63	99	3044	3
040212	15:19	1	confidence	100	2187	6
040212	15:19	1	real41	101	1941	8
040212	15:19	1	real57	102	3626	9
040212	15:19	1	real70	103	5946	5
040212	15:19	1	real10	104	3130	2
040212	15:19	1	confidence	105	3510	5
040212	15:19	1	real28	106	6139	9
040212	15:19	1	real27	107	2804	3
040212	15:19	1	real84	108	5013	6
040212	15:19	1	real87	109	2523	8
040212	15:19	1	confidence	110	1168	7
040212	15:19	1	real2	111	4036	4
040212	15:19	1	real3	112	2493	2
040212	15:19	1	real21	113	4874	7
040212	15:19	1	real23	114	2949	10
040212	15:19	1	confidence	115	1856	8
040212	15:19	1	real96	116	10697	2
040212	15:19	1	real46	117	1991	8
040212	15:19	1	real47	118	3897	9
040212	15:19	1	real85	119	4270	3
040212	15:19	1	confidence	120	2083	6
040212	15:19	1	followup2	1	52602	1
040212	15:19	1	followup1	2	22103	3
040212	15:39	2	old	1	27543	aged
040212	15:39	2	lost	2	11227	found
040212	15:39	2	article	3	10523	newspaper
040212	15:39	2	prac2	1	9558	8
040212	15:39	2	prac1	2	11442	5
040212	15:39	2	prac8	3	8896	6
040212	15:39	2	prac3	4	4520	3
040212	15:39	2	prac4	5	4947	5
040212	15:39	2	prac7	6	3741	3
040212	15:39	2	prac5	7	8168	7
040212	15:39	2	prac6	8	2821	8
040212	15:39	2	real33	1	12955	6
040212	15:39	2	real35	2	15331	5
040212	15:39	2	real79	3	10459	3
040212	15:39	2	real18	4	6386	9
040212	15:39	2	confidence	5	5409	8
040212	15:39	2	real24	6	6703	8
040212	15:39	2	real54	7	7241	7
040212	15:39	2	real48	8	2124	8
040212	15:39	2	real6	9	3737	10
040212	15:39	2	confidence	10	2052	9
040212	15:39	2	real7	11	9315	8
040212	15:39	2	real68	12	6610	7
040212	15:39	2	real38	13	1982	9
040212	15:39	2	real58	14	4826	8
040212	15:39	2	confidence	15	2224	8
040212	15:39	2	real86	16	17057	8
040212	15:39	2	real17	17	1537	9
040212	15:39	2	real71	18	2687	9
040212	15:39	2	real66	19	1796	9
040212	15:39	2	confidence	20	3239	9
040212	15:39	2	real19	21	2071	10
040212	15:39	2	real67	22	2846	9
040212	15:39	2	real32	23	2654	8
040212	15:39	2	real43	24	3821	8
040212	15:39	2	confidence	25	1859	8
040212	15:39	2	real93	26	6004	8
040212	15:39	2	real15	27	10642	7
040212	15:39	2	real16	28	1906	8
040212	15:39	2	real61	29	4208	9
040212	15:39	2	confidence	30	1904	10
040212	15:39	2	real44	31	3966	8
040212	15:39	2	real88	32	7472	7
040212	15:39	2	real69	33	1514	9
040212	15:39	2	real34	34	3223	10
040212	15:39	2	confidence	35	1440	10
040212	15:39	2	real13	36	2330	10
040212	15:39	2	real56	37	3439	10
040212	15:39	2	real80	38	2742	10
040212	15:39	2	real36	39	3714	9
040212	15:39	2	confidence	40	1574	9
040212	15:39	2	real62	41	2538	10
040212	15:39	2	real75	42	5534	9
040212	15:39	2	real39	43	2095	9
040212	15:39	2	real26	44	9821	8
040212	15:39	2	confidence	45	2183	7
040212	15:39	2	real37	46	7234	9
040212	15:39	2	real90	47	4454	9
040212	15:39	2	real72	48	1868	10
040212	15:39	2	real30	49	1644	10
040212	15:39	2	confidence	50	1765	9
040212	15:39	2	real77	51	1425	10
040212	15:39	2	real59	52	7731	9
040212	15:39	2	real73	53	1170	10
040212	15:39	2	real89	54	7198	9
040212	15:39	2	confidence	55	2171	8
040212	15:39	2	real82	56	1766	9
040212	15:39	2	real94	57	1171	10
040212	15:39	2	real64	58	1631	10
040212	15:39	2	real20	59	2665	10
040212	15:39	2	confidence	60	2080	9
040212	15:39	2	real5	61	2847	10
040212	15:39	2	real40	62	1519	10
040212	15:39	2	real22	63	1901	10
040212	15:39	2	real25	64	5300	7
040212	15:39	2	confidence	65	2359	6
040212	15:39	2	real9	66	4906	8
040212	15:39	2	real53	67	4837	7
040212	15:39	2	real60	68	6307	8
040212	15:39	2	real92	69	2076	10
040212	15:39	2	confidence	70	1804	10
040212	15:39	2	real91	71	5846	9
040212	15:39	2	real8	72	9842	8
040212	15:39	2	real4	73	1715	9
040212	15:39	2	real49	74	1817	10
040212	15:39	2	confidence	75	1116	10
040212	15:39	2	real31	76	3322	8
040212	15:39	2	real55	77	1310	10
040212	15:39	2	real14	78	1853	10
040212	15:39	2	real42	79	8917	8
040212	15:39	2	confidence	80	1492	7
040212	15:39	2	real50	81	1107	10
040212	15:39	2	real12	82	8570	9
040212	15:39	2	real11	83	1487	10
040212	15:39	2	real65	84	6462	7
040212	15:39	2	confidence	85	3377	6
040212	15:39	2	real95	86	4304	10
040212	15:39	2	real52	87	1350	9
040212	15:39	2	real78	88	5284	7
040212	15:39	2	real81	89	1463	10
040212	15:39	2	confidence	90	656	10
040212	15:39	2	real76	91	9649	8
040212	15:39	2	real45	92	9530	7
040212	15:39	2	real29	93	1695	10
040212	15:39	2	real83	94	3702	8
040212	15:39	2	confidence	95	1835	7
040212	15:39	2	real51	96	10163	9
040212	15:39	2	real74	97	1319	10
040212	15:39	2	real1	98	3484	6
040212	15:39	2	real63	99	6761	8
040212	15:39	2	confidence	100	1817	7
040212	15:39	2	real41	101	1275	10
040212	15:39	2	real57	102	6659	10
040212	15:39	2	real70	103	3222	10
040212	15:39	2	real10	104	3638	5
040212	15:39	2	confidence	105	1381	4
040212	15:39	2	real28	106	5841	10
040212	15:39	2	real27	107	6485	8
040212	15:39	2	real84	108	6688	8
040212	15:39	2	real87	109	1186	10
040212	15:39	2	confidence	110	1142	10
040212	15:39	2	real2	111	5211	7
040212	15:39	2	real3	112	3306	8
040212	15:39	2	real21	113	1630	10
040212	15:39	2	real23	114	2976	10
040212	15:39	2	confidence	115	842	10
040212	15:39	2	real96	116	7956	7
040212	15:39	2	real46	117	2418	10
040212	15:39	2	real47	118	1332	9
040212	15:39	2	real85	119	2722	10
040212	15:39	2	confidence	120	1582	9
040212	15:39	2	followup2	1	30943	1
040212	15:39	2	followup1	2	29941	2
040212	16:09	17	old	1	7465	new
040212	16:09	17	lost	2	7380	island
040212	16:09	17	article	3	3794	journal
040212	16:09	17	prac1	1	17190	7
040212	16:09	17	prac6	2	9577	8
040212	16:09	17	prac5	3	6628	4
040212	16:09	17	prac7	4	3977	3
040212	16:09	17	prac2	5	3082	9
040212	16:09	17	prac8	6	3672	7
040212	16:09	17	prac4	7	3493	6
040212	16:09	17	prac3	8	3138	4
040212	16:09	17	real33	1	6902	6
040212	16:09	17	real35	2	5127	7
040212	16:09	17	real79	3	6345	5
040212	16:09	17	real18	4	5865	7
040212	16:09	17	confidence	5	9405	6
040212	16:09	17	real24	6	5927	6
040212	16:09	17	real54	7	3720	5
040212	16:09	17	real48	8	3396	8
040212	16:09	17	real6	9	3285	10
040212	16:09	17	confidence	10	3059	8
040212	16:09	17	real7	11	4490	5
040212	16:09	17	real68	12	2918	4
040212	16:09	17	real38	13	2779	7
040212	16:09	17	real58	14	4661	7
040212	16:09	17	confidence	15	2890	6
040212	16:09	17	real86	16	3992	8
040212	16:09	17	real17	17	4840	8
040212	16:09	17	real71	18	3838	9
040212	16:09	17	real66	19	4180	6
040212	16:09	17	confidence	20	2829	8
040212	16:09	17	real19	21	2270	9
040212	16:09	17	real67	22	4413	6
040212	16:09	17	real32	23	2708	7
040212	16:09	17	real43	24	2881	7
040212	16:09	17	confidence	25	3304	5
040212	16:09	17	real93	26	4508	7
040212	16:09	17	real15	27	6728	5
040212	16:09	17	real16	28	4056	7
040212	16:09	17	real61	29	2181	10
040212	16:09	17	confidence	30	2849	10
040212	16:09	17	real44	31	3176	5
040212	16:09	17	real88	32	2154	7
040212	16:09	17	real69	33	3126	7
040212	16:09	17	real34	34	3098	8
040212	16:09	17	confidence	35	2224	6
040212	16:09	17	real13	36	5145	6
040212	16:09	17	real56	37	1834	8
040212	16:09	17	real80	38	6003	8
040212	16:09	17	real36	39	4386	5
040212	16:09	17	confidence	40	2642	2
040212	16:09	17	real62	41	3794	8
040212	16:09	17	real75	42	2523	9
040212	16:09	17	real39	43	2840	8
040212	16:09	17	real26	44	2208	9
040212	16:09	17	confidence	45	2281	7
040212	16:09	17	real37	46	2896	7
040212	16:09	17	real90	47	2982	5
040212	16:09	17	real72	48	2888	7
040212	16:09	17	real30	49	2894	9
040212	16:09	17	confidence	50	2012	8
040212	16:09	17	real77	51	2990	7
040212	16:09	17	real59	52	5095	4
040212	16:09	17	real73	53	2234	10
040212	16:09	17	real89	54	1868	7
040212	16:09	17	confidence	55	2276	6
040212	16:09	17	real82	56	5195	4
040212	16:09	17	real94	57	2402	6
040212	16:09	17	real64	58	6579	9
040212	16:09	17	real20	59	3162	7
040212	16:09	17	confidence	60	2444	6
040212	16:09	17	real5	61	2989	9
040212	16:09	17	real40	62	3118	6
040212	16:09	17	real22	63	4347	8
040212	16:09	17	real25	64	2637	8
040212	16:09	17	confidence	65	2101	6
040212	16:09	17	real9	66	5443	7
040212	16:09	17	real53	67	4248	4
040212	16:09	17	real60	68	6607	4
040212	16:09	17	real92	69	2443	9
040212	16:09	17	confidence	70	2220	8
040212	16:09	17	real91	71	3893	7
040212	16:09	17	real8	72	4633	5
040212	16:09	17	real4	73	1808	10
040212	16:09	17	real49	74	3698	9
040212	16:09	17	confidence	75	2527	8
040212	16:09	17	real31	76	5259	4
040212	16:09	17	real55	77	3368	10
040212	16:09	17	real14	78	2250	10
040212	16:09	17	real42	79	2667	7
040212	16:09	17	confidence	80	1994	5
040212	16:09	17	real50	81	1725	9
040212	16:09	17	real12	82	4562	7
040212	16:09	17	real11	83	2771	8
040212	16:09	17	real65	84	4286	5
040212	16:09	17	confidence	85	4179	6
040212	16:09	17	real95	86	2228	8
040212	16:09	17	real52	87	3829	9
040212	16:09	17	real78	88	3172	8
040212	16:09	17	real81	89	5390	9
040212	16:09	17	confidence	90	2709	7
040212	16:09	17	real76	91	4498	7
040212	16:09	17	real45	92	2566	8
040212	16:09	17	real29	93	2194	10
040212	16:09	17	real83	94	2508	8
040212	16:09	17	confidence	95	1921	9
040212	16:09	17	real51	96	4823	7
040212	16:09	17	real74	97	2533	9
040212	16:09	17	real1	98	1874	6
040212	16:09	17	real63	99	3209	6
040212	16:09	17	confidence	100	2546	8
040212	16:09	17	real41	101	1454	9
040212	16:09	17	real57	102	3591	8
040212	16:09	17	real70	103	2912	7
040212	16:09	17	real10	104	4876	3
040212	16:09	17	confidence	105	2513	7
040212	16:09	17	real28	106	3822	7
040212	16:09	17	real27	107	2117	8
040212	16:09	17	real84	108	4035	7
040212	16:09	17	real87	109	1810	10
040212	16:09	17	confidence	110	829	10
040212	16:09	17	real2	111	2039	5
040212	16:09	17	real3	112	6432	6
040212	16:09	17	real21	113	3108	8
040212	16:09	17	real23	114	2433	9
040212	16:09	17	confidence	115	2042	10
040212	16:09	17	real96	116	5498	5
040212	16:09	17	real46	117	3557	8
040212	16:09	17	real47	118	2736	7
040212	16:09	17	real85	119	1587	8
040212	16:09	17	confidence	120	1766	6
040212	16:09	17	followup2	1	37034	1
040212	16:09	17	followup1	2	18758	3
040312	10:24	98445	old	1	10034	young
040312	10:24	98445	lost	2	1272	0
040312	10:24	98445	article	3	540	0
040312	10:24	98445	prac1	1	6899	10
040312	10:24	98445	prac6	2	1611	10
040312	10:24	98445	prac4	3	3430	10
040312	10:24	98445	prac5	4	710	7
040312	10:24	98445	prac7	5	686	7
040312	10:24	98445	prac8	6	558	6
040312	10:24	98445	prac2	7	603	7
040312	10:24	98445	prac3	8	519	7
040312	10:24	98445	real33	1	695	6
040312	10:24	98445	real35	2	535	8
040312	10:24	98445	real79	3	782	6
040312	10:24	98445	real18	4	1138	8
040312	10:24	98445	confidence	5	2376	1
040312	10:24	98445	real24	6	4705	0
040312	10:24	98445	followup1	1	1138	0
040412	09:05	47845456	old	1	6505	jksdjdksfjsdkl
040412	09:05	47845456	article	2	1324	fjdskf
040412	09:05	47845456	lost	3	898	fkdslfk;
040412	09:05	47845456	prac3	1	3959	5
040412	09:05	47845456	prac7	2	1322	10
040412	09:05	47845456	prac5	3	2343	10
040412	09:05	47845456	prac8	4	1756	5
040412	09:05	47845456	prac4	5	384	4
040412	09:05	47845456	prac1	6	420	7
040412	09:05	47845456	prac2	7	519	4
040412	09:05	47845456	prac6	8	550	7
040412	09:05	47845456	real33	1	666	5
040412	09:05	47845456	real35	2	475	6
040412	09:05	47845456	real79	3	332	3
040412	09:05	47845456	real18	4	395	6
040412	09:05	47845456	confidence	5	10055	6
040412	09:05	47845456	real24	6	3382	0
040412	09:05	47845456	followup1	1	486	0
040412	10:48	1	lost	1	5275	found
040412	10:48	1	article	2	2640	paper
040412	10:48	1	old	3	3673	young
040412	10:48	1	prac4	1	9493	3
040412	10:48	1	prac2	2	4651	9
040412	10:48	1	prac7	3	3297	2
040412	10:48	1	prac3	4	3814	2
040412	10:48	1	prac1	5	2894	3
040412	10:48	1	prac6	6	4916	7
040412	10:48	1	prac5	7	2031	1
040412	10:48	1	prac8	8	8641	10
040412	10:48	1	real33	1	3836	0
040412	10:48	1	followup1	1	1249	0
040412	13:33	1	old	1	8243	granparents
040412	13:33	1	article	2	6806	news
040412	13:33	1	lost	3	4867	found
040412	13:33	1	prac1	1	12755	7
040412	13:33	1	prac7	2	5796	4
040412	13:33	1	prac6	3	5923	9
040412	13:33	1	prac2	4	7165	10
040412	13:33	1	prac5	5	3227	9
040412	13:33	1	prac8	6	3131	9
040412	13:33	1	prac4	7	1823	9
040412	13:33	1	prac3	8	6232	5
040412	13:33	1	real33	1	7163	7
040412	13:33	1	real35	2	2842	9
040412	13:33	1	real79	3	4849	6
040412	13:33	1	real18	4	3295	9
040412	13:33	1	confidence	5	5381	9
040412	13:33	1	real24	6	6189	10
040412	13:33	1	real54	7	2044	10
040412	13:33	1	real48	8	4452	5
040412	13:33	1	real6	9	2106	9
040412	13:33	1	confidence	10	4304	9
040412	13:33	1	real7	11	2708	9
040412	13:33	1	real68	12	3081	9
040412	13:33	1	real38	13	2335	9
040412	13:33	1	real58	14	3931	9
040412	13:33	1	confidence	15	3135	7
040412	13:33	1	real86	16	9634	7
040412	13:33	1	real17	17	2884	8
040412	13:33	1	real71	18	2498	10
040412	13:33	1	real66	19	3144	6
040412	13:33	1	confidence	20	4076	5
040412	13:33	1	real19	21	3025	9
040412	13:33	1	real67	22	4441	9
040412	13:33	1	real32	23	5183	5
